Index,Date,Year,Country,Area,Location,Injury,lat,lng,success,lookupstring,failedstrings,confidence,match loop
144,1963-11-30,1963.0,NEW ZEALAND,South Island,"Charteris Bay, Lyttleton Harbour",Hand & lower leg severely injured,-44.0,171.0,Yes,"South Island, NEW ZEALAND",,1.0,5.0
145,1962-10-25,1962.0,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz","FATAL, both legs bitten",19.0,-96.0,Yes,"Villa del Mar Beach, Veracruz, Veracruz, MEXICO",,1.0,1.0
146,1962-07-28,1962.0,USA,South Carolina,"Off Hilton Head, Beaufort County",Lacerations on left foot & hand,32.0,-81.0,Yes,"Off Hilton Head, Beaufort County, South Carolina, USA",,0.9,1.0
147,1961-01-25,1961.0,SOUTH AFRICA,Western Cape Province,Frikkies Bay,"No injury to occupants, shark took a gaffed fish they were bringing aboard & hit their boat",-34.0,21.0,Yes,"Western Cape Province, SOUTH AFRICA",,0.9,5.0
148,1960-04-01,1960.0,AUSTRALIA,South Australia,Hog Bay,Hooked shark bit stern  PROVOKED INCIDENT,-31.0,136.0,Yes,"South Australia, AUSTRALIA",,1.0,5.0
149,1959-12-28,1959.0,AUSTRALIA,New South Wales,"Leichardt, Sydney",No injury to occupants,-34.0,151.0,Yes,"Leichardt, Sydney, New South Wales, AUSTRALIA",,1.0,1.0
150,1959-10-07,1959.0,MOZAMBIQUE,Maputo Province,"Xefina Island, Bay of Maputo","FATAL, died in Lourenco Marques Hospital",-26.0,33.0,Yes,"Xefina Island, Bay of Maputo, Maputo Province, MOZAMBIQUE",,0.9,1.0
151,1959-08-15,1959.0,USA,Florida,"Panama City, Bay County","FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark",30.0,-86.0,Yes,"Panama City, Bay County, Florida, USA",,1.0,1.0
152,1959-01-01,1959.0,PAPUA NEW GUINEA,West New Britain Province,"Kalapiai, Kombe",Minor injuries,-6.0,150.0,Yes,"West New Britain Province, PAPUA NEW GUINEA",,0.9,5.0
153,1958-01-09,1958.0,SOUTH AFRICA,KwaZulu-Natal,Scotburgh,FATAL,-29.0,31.0,Yes,"KwaZulu-Natal, SOUTH AFRICA",,1.0,5.0
154,1957-01-01,1957.0,PAPUA NEW GUINEA,"New Britain, Bismarck Archipelago",Duke of York Island,FATAL,-4.0,152.0,Yes,"Duke of York Island, New Britain, Bismarck Archipelago, PAPUA NEW GUINEA",,1.0,1.0
155,1954-01-22,1954.0,AUSTRALIA,Torres Strait,Naghir Island,Severe laceration to arm,-10.0,142.0,Yes,"Torres Strait, AUSTRALIA",,0.9,5.0
156,1952-12-24,1952.0,AUSTRALIA,Victoria,"Portsea Beach, near Melbourne","No injury, board bumped by shark",-38.0,145.0,Yes,"Portsea Beach, near Melbourne, Victoria, AUSTRALIA",,1.0,1.0
157,1951-08-17,1951.0,GREECE,Corfu Island,Off Royal Residence,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",40.0,20.0,Yes,"Corfu Island, GREECE",,0.9,5.0
158,1951-03-26,1951.0,AUSTRALIA,New South Wales,Avalon,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,-34.0,151.0,Yes,"Avalon, New South Wales, AUSTRALIA",,1.0,1.0
159,,1950.0,INDONESIA,Jakarta Harbour,On rock near Yacht Club,FATAL,-6.0,107.0,Duplicate,"Jakarta Harbour, INDONESIA",,0.0,5.0
160,1949-01-13,1949.0,AUSTRALIA,New South Wales,"Mona Vale, near Sydney","No injury, shark bumped ski",-34.0,151.0,Yes,"Mona Vale, near Sydney, New South Wales, AUSTRALIA",,1.0,1.0
161,1947-11-08,1947.0,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Thighs & knee lacerated,-31.0,153.0,Yes,"Maria River, Port Macquarie, New South Wales, AUSTRALIA",,0.81,2.0
162,1946-06-28,1946.0,INDIA,,Chennai,Serious injuries,13.0,80.0,Yes,"Chennai, INDIA",,1.0,1.0
163,1946-02-10,1946.0,AUSTRALIA,Western Australia,"City Beach, Perth","Leg bitten, surgically amputated",-32.0,116.0,Yes,"City Beach, Perth, Western Australia, AUSTRALIA",,0.81,1.0
164,1946-01-01,1946.0,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,"No injury to occupants, shark struck boats+K1581",-34.0,23.0,Yes,"Plettenberg Bay, Western Cape Province, SOUTH AFRICA",,0.9,1.0
165,1944-10-25,1944.0,PHILIPPINES,,Off Cape Engano,"Shark grazed leg, leaving toothmarks",,,Yes,,,0.25004699999999996,
166,1943-09-23,1943.0,PANAMA,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago","FATAL, left leg  & shoulder bitten",9.0,-80.0,Yes,"North shore of Rey Island, Las Perlas archipelago, Gulf of Panama, PANAMA",,1.0,1.0
167,1942-01-01,1942.0,SOUTH AFRICA,Western Cape Province,Simon’s Bay,"No injury to occupants, boat rammed by shark",-34.0,18.0,Yes,"Simon’s Bay, Western Cape Province, SOUTH AFRICA",,0.9,1.0
168,1942-01-01,1942.0,SOUTH AFRICA,Western Cape Province,Simon's Bay,No injury,-34.0,18.0,Yes,"Simon's Bay, Western Cape Province, SOUTH AFRICA",,0.9,1.0
169,1940-01-29,1940.0,AUSTRALIA,Queensland,Brisbane River,Shoulder nipped,-28.0,153.0,Yes,"Brisbane River, Queensland, AUSTRALIA",,1.0,1.0
170,1939-02-26,1939.0,NEW ZEALAND,North Island,Matakana River Mouth,Lacerations to left hand from hooked shark PROVOKED INCIDENT,-47.0,168.0,Yes,"Matakana River Mouth, North Island, NEW ZEALAND",,0.9,1.0
171,1937-02-03,1937.0,AUSTRALIA,Queensland,Moreton Island,Left shoulder bitten by netted shark PROVOKED INCIDENT,-22.0,145.0,Yes,"Moreton Island, Queensland, AUSTRALIA",,1.0,1.0
172,1936-08-04,1936.0,AUSTRALIA,Torres Strait,Bathurst Island,Torso bitten,-12.0,130.0,Yes,"Bathurst Island, AUSTRALIA",,1.0,4.0
173,1935-08-26,1935.0,AUSTRALIA,Queensland,"At Flat Top, near Mackay","FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",-21.0,149.0,Yes,"At Flat Top, near Mackay, Queensland, AUSTRALIA",,1.0,1.0
174,1935-03-09,1935.0,AUSTRALIA,New South Wales,Maroubra Beach,"FATAL, left thigh, buttock, left forearm bitten, finger removed",-34.0,151.0,Yes,"Maroubra Beach, New South Wales, AUSTRALIA",,1.0,1.0
175,1934-12-31,1934.0,AUSTRALIA,New South Wales,George’s River at Kentucky,Hands severed,-31.0,151.0,Yes,"George’s River at Kentucky, New South Wales, AUSTRALIA",,1.0,1.0
176,1934-10-09,1934.0,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",FATAL,-11.0,132.0,Yes,"Cobourg Peninsula, Northern Territory, AUSTRALIA",,1.0,2.0
177,1934-02-24,1934.0,AUSTRALIA,Torres Strait,Adolphus Channel,"Lacerated knee & foot, deep puncture wounds",-10.0,142.0,Duplicate,"Torres Strait, AUSTRALIA",,0.567,5.0
178,1930-12-02,1930.0,AUSTRALIA,Victoria,Rosebud,No injury to occupants; shark seized gunwale & tried to overturn boat,-38.0,145.0,Yes,"Rosebud, Victoria, AUSTRALIA",,1.0,1.0
179,1930-11-30,1930.0,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",Laceration to leg,-27.0,153.0,Yes,"St. Helena Island, Moreton Bay, Queensland, AUSTRALIA",,1.0,1.0
180,1930-08-16,1930.0,SPAIN,Canary Islands,"El Escabonal, Tenerife",Leg bitten,28.0,-17.0,Yes,"Tenerife, Canary Islands, SPAIN",,1.0,2.0
181,1927-01-08,1927.0,USA,California,"Catalina Channel, Los Angeles County",Lost hand,34.0,-118.0,Yes,"Los Angeles County, California, USA",,0.9,2.0
182,1927-01-01,1927.0,AUSTRALIA,New South Wales,15 miles up the Cataract River,"FATAL, shoulder bitten",-32.0,147.0,Yes,"New South Wales, AUSTRALIA",,1.0,5.0
183,1923-03-18,1923.0,AUSTRALIA,Queensland,"Ross River, Townsville",Lacerations to right thigh and knee,-19.0,147.0,Yes,"Ross River, Townsville, Queensland, AUSTRALIA",,0.9,1.0
184,1922-07-19,1922.0,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Leg bitten,30.0,-81.0,Yes,"Pablo Beach, Jacksonville, Duval County, Florida, USA",,0.9,1.0
185,1918-09-19,1918.0,AUSTRALIA,Queensland,Townsville,FATAL,-19.0,147.0,Yes,"Townsville, Queensland, AUSTRALIA",,1.0,1.0
186,1918-03-22,1918.0,AUSTRALIA,New South Wales,Newcastle,"Severe laceration to arm, necessitating surgical amputation at the elbow",-33.0,152.0,Yes,"Newcastle, New South Wales, AUSTRALIA",,1.0,1.0
187,1916-12-08,1916.0,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)","FATAL, right arm severed, chest punctured",-32.0,147.0,Duplicate,"New South Wales, AUSTRALIA",,0.5766101694915254,5.0
188,1914-11-08,1915.0,AUSTRALIA,New South Wales,Manly,Severe lacerations to feet & ankles,-34.0,151.0,Yes,"Manly, New South Wales, AUSTRALIA",,1.0,1.0
189,1913-11-21,1913.0,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",Calf severely bitten;  leg surgically amputated,-27.0,153.0,Yes,"Sandgate Jetty, Brisbane, Queensland, AUSTRALIA",,1.0,1.0
190,1907-07-14,1907.0,CROATIA,"Split-Dalmatia Count,","Sućuraj, Hvar Island",FATAL,,,Yes,"Sućuraj, Hvar Island, Split-Dalmatia Count,, CROATIA",,0.16666666666666666,
191,1906-04-16,1906.0,AUSTRALIA,Victoria,Western Port Bay,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,-37.0,145.0,Yes,"Victoria, AUSTRALIA",,1.0,5.0
192,1904-07-28,1904.0,USA,New Jersey,"Shrewsbury River,  Monmouth County",No injury,40.0,-74.0,Yes,"Shrewsbury River,  Monmouth County, New Jersey, USA",,1.0,1.0
193,1892-09-16,1892.0,USA,Texas,Velasco,Hand bitten,29.0,-95.0,Yes,"Velasco, Texas, USA",,1.0,1.0
194,1887-03-12,1887.0,AUSTRALIA,South Australia,Black Point,No injury to occupants,-35.0,138.0,Yes,"Black Point, South Australia, AUSTRALIA",,1.0,1.0
195,1886-01-01,1886.0,AUSTRALIA,New South Wales,Sydney Harbor,Leg severed,-34.0,151.0,Yes,"Sydney Harbor, New South Wales, AUSTRALIA",,0.9,1.0
196,1881-08-12,1881.0,USA,Rhode Island,Providence,"No injury, overalls ripped by shark",42.0,-71.0,Yes,"Providence, Rhode Island, USA",,1.0,1.0
197,1876-09-07,1876.0,GREECE,Cyclades archipelago,Between the islands of Tenos and Andros,FATAL,,,Yes,"Between the islands of Tenos and Andros, Cyclades archipelago, GREECE",,0.567,
198,1860-04-01,1860.0,NEW ZEALAND,North Island,"Princes Wharf, Auckland Harbor","Leg bitten, surgically amputated",-37.0,175.0,Yes,"Princes Wharf, Auckland Harbor, North Island, NEW ZEALAND",,0.9,1.0
199,1853-01-01,1853.0,AUSTRALIA,Queensland,Moreton Bay,FATAL,-27.0,153.0,Yes,"Moreton Bay, Queensland, AUSTRALIA",,1.0,1.0
200,1827-06-01,1827.0,SIERRA LEONE,Western Area,Tombo Island in the Sierra Leone River,The boy's foot was bitten,8.0,-13.0,Yes,"Western Area, SIERRA LEONE",,1.0,5.0
201,2023-08-16,2023.0,SPAIN,Valencia,Rabdells Beach,Minor lacerations to right foot,39.0,0.0,Yes,"Rabdells Beach, Valencia, SPAIN",,1.0,1.0
202,2023-05-05,2023.0,USA,Florida,"Davis Reef, Islamorada, Monroe County",Injury to lower leg,25.0,-81.0,Yes,"Islamorada, Monroe County, Florida, USA",,1.0,2.0
203,2022-11-27,2022.0,USA,Florida,Hobe Sound,Foot bitten,27.0,-80.0,Yes,"Hobe Sound, Florida, USA",,1.0,1.0
204,2022-08-31,2022.0,AUSTRALIA,New South Wales,Avoca,Puncture wounds to right hand & forearm,-35.0,150.0,Yes,"Avoca, New South Wales, AUSTRALIA",,1.0,1.0
205,2022-06-30,2022.0,USA,Florida,Keaton Beach,Severe bites to leg,30.0,-84.0,Yes,"Keaton Beach, Florida, USA",,1.0,1.0
206,2021-08-02,2021.0,USA,Maryland,"Ocean City, Worcester County",Lacerations and puncture wounds to lower left leg,38.0,-75.0,Yes,"Ocean City, Worcester County, Maryland, USA",,1.0,1.0
207,2020-09-15,2020.0,USA,Florida,"Ponce Inlet, Volusia County",Cuts to right hand and wrist,29.0,-81.0,Duplicate,"Ponce Inlet, Volusia County, Florida, USA",,,1.0
208,2020-06-22,2020.0,USA,Florida,"Homestead, Miami-Dade County",Cuts to lower leg,25.0,-80.0,Yes,"Homestead, Miami-Dade County, Florida, USA",,1.0,1.0
209,2019-12-30,2019.0,AUSTRALIA,Queensland,North West Island,Minor injury to hand,-22.0,145.0,Yes,"North West Island, Queensland, AUSTRALIA",,1.0,1.0
210,2019-09-24,2019.0,USA,Florida,"Satellite Beach, Brevard County",Lacerations to left foot,28.0,-81.0,Yes,"Satellite Beach, Brevard County, Florida, USA",,1.0,1.0
211,2019-09-18,2019.0,USA,Hawaii,"Haleiwa, Oahu",Minor injuries,22.0,-158.0,Yes,"Haleiwa, Oahu, Hawaii, USA",,1.0,1.0
212,2019-08-03,2019.0,USA,Florida,"New Smyrna Beach, Volusia County",Bite to left hand and wrist,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
213,2019-05-08,2019.0,USA,Hawaii,O'ahu,Injuries to left arm and hand,21.0,-158.0,Yes,"O'ahu, USA",,1.0,4.0
214,2019-03-16,2019.0,USA,Hawaii,Kaiwi Channel,Bite to abdomen,21.0,-157.0,Yes,"Kaiwi Channel, Hawaii, USA",,0.9,1.0
215,2018-09-19,2018.0,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Serious injury to anterior right thigh,-20.0,149.0,Yes,"Cid Harbor, Whitsundays, Queensland, AUSTRALIA",,0.8181818181818181,1.0
216,2018-05-27,2018.0,USA,Florida,"Lighhouse Point Park, Ponce Inlet, Volusia County",Minor injury to foot. PROVOKED INCIDENT,29.0,-81.0,Yes,"Lighhouse Point Park, Ponce Inlet, Volusia County, Florida, USA",,1.0,1.0
217,2018-04-09,2018.0,NEW CALEDONIA,,"Magenta Beach, Noumea","No injury, shark bit board",-22.0,166.0,Yes,"Noumea, NEW CALEDONIA",,1.0,2.0
218,2018-01-12,2018.0,BRAZIL,Fernando de Noronha,Conceicao Beach,Minor injury to left forearm,-4.0,-32.0,Yes,"Conceicao Beach, Fernando de Noronha, BRAZIL",,1.0,1.0
219,2017-09-06,2017.0,SOLOMON ISLANDS,,Owarigi Island,Foot bitten,,,Yes,,,0.7241379310344828,
220,2017-09-02,2017.0,USA,Florida,"Marathon, Monroe County",Lacerations to abdomen,25.0,-81.0,Yes,"Marathon, Monroe County, Florida, USA",,1.0,1.0
221,2017-07-20,2017.0,USA,California,"Seal Rock, Goleta Beach, Santa Barbara","No injury, shark bit paddleboard",34.0,-120.0,Yes,"Seal Rock, Goleta Beach, Santa Barbara, California, USA",,0.9,1.0
222,2017-07-11,2017.0,USA,California,"Santa Cruz, Santa Cruz County","No injury, kayak bitten",37.0,-122.0,Yes,"Santa Cruz, Santa Cruz County, California, USA",,1.0,1.0
223,2017-06-04,2017.0,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Laceration to shin,26.0,-97.0,Yes,"Middle Sambo Reef off Boca Chica, Monroe County, USA",,1.0,4.0
224,2017-04-29,2017.0,USA,South Carolina,"Folly Beach, Charleston County",Left foot bitten,33.0,-80.0,Yes,"Folly Beach, Charleston County, South Carolina, USA",,1.0,1.0
225,2017-04-14,2017.0,USA,Hawaii,"Kekaha Beach, Kauai",Lower right leg severely injured,22.0,-160.0,Yes,"Kekaha Beach, Kauai, Hawaii, USA",,1.0,1.0
226,2016-11-28,2016.0,AUSTRALIA,Victoria,Queenscliff,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,-38.0,145.0,Yes,"Queenscliff, Victoria, AUSTRALIA",,1.0,1.0
227,2016-10-02,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Cuts to dorsal surface of left foot,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
228,2016-07-17,2016.0,USA,Alabama,8 miles off Mobile,"No injury, shark bit trolling motor",31.0,-88.0,Yes,"8 miles off Mobile, Alabama, USA",,1.0,1.0
229,2016-07-08,2016.0,USA,California,"Capitola, Santa Cruz County","No injury. Hull bitten, tooth fragment recovered",37.0,-122.0,Yes,"Capitola, Santa Cruz County, California, USA",,1.0,1.0
230,2016-04-07,2016.0,USA,Florida,"Florida Keys, Monroe County",Left hand bitten,25.0,-81.0,Yes,"Florida Keys, Monroe County, USA",,0.9,4.0
231,2016-03-03,2016.0,AUSTRALIA,South Australia,Wrights Bay,Puncture wounds to right calf,-31.0,136.0,Duplicate,"South Australia, AUSTRALIA",,0.0,5.0
232,2015-12-21,2015.0,AUSTRALIA,New South Wales,Bondi Beach,"No injury, shark leapt on surfboard",-34.0,151.0,Yes,"Bondi Beach, New South Wales, AUSTRALIA",,1.0,1.0
233,2015-12-21,2015.0,BRAZIL,Pernambuco,Fernano de Noronha,Right hand & part of forearm removed,-8.0,-38.0,Yes,"Pernambuco, BRAZIL",,1.0,5.0
234,2015-11-01,2015.0,USA,Florida,"Cocoa Beach, Brevard  County",Injury to right ankle/calf & hand,28.0,-81.0,Yes,"Cocoa Beach, Brevard  County, Florida, USA",,1.0,1.0
235,2015-07-28,2015.0,COSTA RICA,Guanacaste,Playa Grande,Minor inuries to toes,10.0,-86.0,Yes,"Playa Grande, Guanacaste, COSTA RICA",,1.0,1.0
236,2015-06-30,2015.0,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Hand bitten,-29.0,153.0,Yes,"Flat Rock, Yamba, New South Wales, AUSTRALIA",,1.0,1.0
237,2015-06-25,2015.0,AUSTRALIA,Western Australia,Rottnest Island,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,-32.0,116.0,Yes,"Rottnest Island, Western Australia, AUSTRALIA",,1.0,1.0
238,2015-05-29,2015.0,USA,Florida,"Cocoa Beach, Brevard  County",Left foot bitten,28.0,-81.0,Duplicate,"Cocoa Beach, Brevard  County, Florida, USA",,,1.0
239,2015-04-26,2015.0,USA,Florida,"Resident's Beach, Marco Island",Lacerations to left calf,26.0,-82.0,Yes,"Resident's Beach, Marco Island, Florida, USA",,1.0,1.0
240,2014-09-09,2014.0,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",FATAL,-29.0,154.0,Yes,"Clarkes Beach, Byron Bay, New South Wales, AUSTRALIA",,1.0,1.0
241,2014-08-31,2014.0,USA,Florida,"New Smyrna Beach, Volusia County",Injury to left calf,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
242,2014-08-02,2014.0,USA,Florida,"South of Cocoa Beach, Brevard County",Foot bitten,28.0,-81.0,Yes,"South of Cocoa Beach, Brevard County, Florida, USA",,0.81,1.0
243,2014-06-07,2014.0,USA,Texas,"West Beach, Galveston",Shallow lacerations & puncture wounds below shoulder,29.0,-95.0,Yes,"West Beach, Galveston, Texas, USA",,1.0,1.0
244,2014-03-18,2014.0,AUSTRALIA,Victoria,Winkipop Beach,Shark leapt onto surfboard; surfer uninjured,-37.0,145.0,Duplicate,"Victoria, AUSTRALIA",,0.0,5.0
245,2014-02-08,2014.0,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",FATAL,-35.0,138.0,Yes,"Yorke Peninsula, South Australia, AUSTRALIA",,0.9,2.0
246,2013-02-10,2013.0,USA,Florida,"Stuart Rocks, Martin County",Lacerations to right hand,43.0,-74.0,Yes,"Stuart Rocks, Martin County, USA",,1.0,4.0
247,2013-01-05,2013.0,AUSTRALIA,Western Australia,Near Legendre Island,Calf & shin bitten,-25.0,121.0,Duplicate,"Western Australia, AUSTRALIA",,0.0,5.0
248,2012-12-31,2012.0,USA,Florida,"Jensen Beach, Martin County",Lower leg or ankle bitten,27.0,-80.0,Yes,"Jensen Beach, Martin County, Florida, USA",,1.0,1.0
249,2012-10-11,2012.0,NIGERIA,Delta,Oboro,Laceration to right leg,5.0,6.0,Yes,"Oboro, Delta, NIGERIA",,1.0,1.0
250,2012-09-16,2012.0,USA,Florida,"Cocoa Beach, Brevard  County",Foot bitten,28.0,-81.0,Duplicate,"Cocoa Beach, Brevard  County, Florida, USA",,,1.0
251,2012-06-14,2012.0,USA,South Carolina,"Myrtle Beach, Horry County",Minor injury,34.0,-79.0,Duplicate,"Myrtle Beach, Horry County, South Carolina, USA",,,1.0
252,2012-03-15,2012.0,USA,Florida,"Jensen Beach, Martin County",Left forearm bitten,27.0,-80.0,Duplicate,"Jensen Beach, Martin County, Florida, USA",,,1.0
253,2012-03-01,2012.0,CHILE,Antofagasta Province,Antofagasta,Hand injured PROVOKED INCIDENT,-24.0,-70.0,Yes,"Antofagasta, CHILE",,1.0,4.0
254,2011-10-29,2011.0,SOUTH AFRICA,KwaZulu-Natal,"uShaka Aquarium, Durban",Arm bitten by captive shark PROVOKED INCIDENT,-30.0,31.0,Yes,"uShaka Aquarium, Durban, KwaZulu-Natal, SOUTH AFRICA",,1.0,1.0
255,2011-07-07,2011.0,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Foot bitten,28.0,-96.0,Yes,"Sunday Beach, Matagorda Island, Calhoun  County, Texas, USA",,1.0,1.0
256,2010-12-01,2010.0,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Both arms severely bitten,28.0,34.0,Yes,"Ras Nasrani, Sharm el-Sheikh, South Sinai Peninsula, EGYPT",,1.0,1.0
257,2010-10-20,2010.0,EGYPT,South Sinai Peninsula,Sharm el-Sheikh,Multiple lacerations to left leg and foot,28.0,34.0,Yes,"Sharm el-Sheikh, South Sinai Peninsula, EGYPT",,1.0,1.0
258,2010-09-21,2010.0,SOUTH AFRICA,Western Cape Province,Between Dyer Island and Pearly Beach,FATAL,-34.0,21.0,Duplicate,"Western Cape Province, SOUTH AFRICA",,0.0,5.0
259,2010-02-06,2010.0,AUSTRALIA,New South Wales,Turners' Beach,"No injury, shark & board collided",-29.0,153.0,Yes,"Turners' Beach, New South Wales, AUSTRALIA",,1.0,1.0
260,2009-08-11,2009.0,SOUTH AFRICA,KwaZulu-Natal,Alkantstrand,"No injury, shark bit bodyboard",-29.0,32.0,Yes,"Alkantstrand, SOUTH AFRICA",,1.0,4.0
261,2009-07-05,2009.0,USA,Florida,"Daytona Beach, Volusia County",Right ankle bitten,29.0,-81.0,Yes,"Daytona Beach, Volusia County, Florida, USA",,1.0,1.0
262,2009-02-22,2009.0,AUSTRALIA,Queensland,Batt Reef,Severe laceration to finger,-22.0,145.0,Duplicate,"Queensland, AUSTRALIA",,0.6666666666666667,5.0
263,2009-02-08,2009.0,USA,Puerto Rico,Quebradillas,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,18.0,-67.0,Yes,"Quebradillas, Puerto Rico, USA",,1.0,1.0
264,2006-12-06,2006.0,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",-28.0,33.0,Yes,"Cape Vidal, KwaZulu-Natal, SOUTH AFRICA",,1.0,1.0
265,2006-10-01,2006.0,BAHAMAS,New Providence Island,Nassau,Puncture wounds to left foot,25.0,-77.0,Yes,"Nassau, New Providence Island, BAHAMAS",,1.0,1.0
266,2006-06-26,2006.0,USA,Florida,Fort Myers,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,27.0,-82.0,Yes,"Fort Myers, Florida, USA",,1.0,1.0
267,2006-05-31,2006.0,USA,Hawaii,O'ahu,4 laceration to left forearm,21.0,-158.0,Duplicate,"O'ahu, USA",,0.5,4.0
268,2006-05-02,2006.0,AUSTRALIA,Queensland,"Moffat Beach, Caloundra",Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,-27.0,153.0,Yes,"Moffat Beach, Caloundra, Queensland, AUSTRALIA",,1.0,1.0
269,2006-04-09,2006.0,BRAZIL,Pernambuco,Piedade,Left leg bitten,-8.0,-35.0,Yes,"Piedade, Pernambuco, BRAZIL",,1.0,1.0
270,2005-10-15,2005.0,USA,Florida,"Ponce Inlet, Volusia County",Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT,29.0,-81.0,Duplicate,"Ponce Inlet, Volusia County, Florida, USA",,,1.0
271,2004-09-08,2004.0,BRAZIL,Pernambuco,"Pina, Recife",FATAL,-8.0,-35.0,Yes,"Pina, Recife, Pernambuco, BRAZIL",,1.0,1.0
272,2004-08-29,2004.0,USA,Florida,"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",Heel bitten,29.0,-81.0,Duplicate,"Florida, USA",,0.567,5.0
273,2004-05-23,2004.0,BRAZIL,Pernambuco,Piedade Beach,"Left hand, foot severed &  left calf & arm bitten",-8.0,-35.0,Yes,"Piedade Beach, Pernambuco, BRAZIL",,0.9,1.0
